9.836197270256561431e-01,8.300580563295912873e-01,7.072326722531063758e-01,6.734527269906035452e-01,6.647316814251068573e-01,5.800773389680017322e-01,6.501643012397888555e-01,1.441059844142401347e-01,2.166988096157961008e-02,1.890758555117227069e-01,3.240098840205196118e-01,3.280477451378983056e-01,4.657958977898306041e-01,2.652973998158877911e-01,3.496883139412266250e-01,7.511996530080863876e-02,2.882669494343261252e-01,9.058902345709457515e-01
8.976964908173709068e-01,3.340727773442547788e-01,5.525733676986123166e-01,6.135679940597015269e-01,4.861916371715867546e-01,7.812497556227008255e-01,6.518159554621107965e-01,6.743580666288486736e-01,7.871225944337952862e-01,5.174600394132912173e-01,6.426083733512564233e-01,8.094137418112245727e-03,5.803151865550979505e-01,1.436527102459654315e-01,2.840451040665917803e-01,6.827589099546471640e-02,5.858459032083649376e-01,7.539368698984897366e-01
9.793705619918494643e-01,9.240466103280674526e-01,2.059685769086215812e-01,9.702703543892340909e-02,4.713379550750250169e-01,1.832871556759000375e-01,3.268897820265829202e-01,5.159032127683109703e-01,1.868594729382909436e-01,1.612805429320070261e-01,1.324468006174470691e-01,4.684486409418746056e-01,5.292699120647148536e-01,1.397228405958685360e-01,3.030695343314092696e-02,7.172387613469050072e-01,1.528890247981035122e-01,6.138551753956814627e-01
9.641293154708169277e-01,9.107628464848679384e-01,7.743776149049192981e-01,6.831243804651343510e-01,7.594312884325193913e-01,2.888325427242964261e-01,9.509675661730236998e-03,2.078213164750734587e-01,6.490879967459428634e-01,5.692385036762308975e-02,1.596197566185678929e-01,8.812684946598005054e-01,9.127389223548471042e-01,4.506242103049402647e-01,4.582928523122077880e-01,5.461011734416102437e-01,6.604929325803872153e-01,7.610661043602877651e-01
9.684194856432554177e-01,9.790809623625557068e-01,6.278409314332280555e-01,2.480658370153010148e-02,4.660538226162137532e-01,6.284343844941815416e-01,5.969134288960628032e-01,2.700764137438901313e-01,3.586721903876405881e-01,3.742936164972141544e-01,6.060782472087005157e-01,5.340297937402410655e-01,4.928244342633293917e-01,3.571904215332848964e-01,7.744332813050130992e-01,9.775168687871749196e-02,3.859868866569173690e-02,3.802763811368580771e-01
9.493042692721403997e-01,4.409525086936421645e-01,3.541749487223747606e-01,6.009214007292870141e-01,1.648669947221396426e-01,3.986800445474258936e-01,4.645248952949587035e-02,8.669898797393092993e-01,1.066658197391217866e-01,6.482844387420274579e-01,4.332966736679287889e-01,6.497023784135309565e-01,1.451673796740337585e-01,7.201697671144345891e-01,2.353284450516110182e-01,7.717262988797399803e-01,7.056831481040765075e-01,9.305057870729871450e-01
8.514935127301809237e-01,5.178321211331956553e-01,5.750096689713274367e-01,1.247402024714458629e-01,4.853597080392576396e-02,8.676076939208471339e-01,3.662460010519612008e-01,6.720377281956857463e-01,3.195590354279355116e-01,4.863978998889987859e-01,1.629344697627701935e-03,9.251554711334718240e-02,2.445085298210459002e-01,2.302348361609015959e-01,7.651117456537333272e-02,5.644592694965789859e-01,4.782443515069370599e-01,8.975008138100878385e-01
9.715407062124741255e-01,4.678268125315200310e-01,2.636232002765134461e-02,6.792423238239506667e-01,8.315466394977438780e-01,6.864430799002513295e-01,3.382448648739219133e-01,3.524219964638600766e-01,6.750087375100780607e-01,2.008170004816502707e-01,2.268296708225078229e-01,5.314928678896412295e-01,4.122645600061208282e-01,5.058274100187982736e-01,2.650789182023843837e-02,4.318922981382931625e-01,7.805514611532228253e-01,6.349903080624266227e-01
9.806691615367905124e-01,7.939650470905821322e-01,7.767398271778322982e-01,5.651927584848585040e-01,4.253972013589025353e-02,2.621550561879007479e-01,1.606696298790048771e-01,2.474885988856936336e-01,2.318329402377663356e-02,1.593483353102799482e-01,2.395868222948333848e-01,2.448857859252297209e-01,9.094109979548455069e-02,5.503569413078722716e-01,3.805166009219836387e-01,5.620080472154301843e-01,5.877192665623546253e-01,8.411233519215103316e-01
9.673491160444698256e-01,3.630253688662992695e-01,2.903963252303080056e-01,7.261675025012435114e-01,3.826552823108524404e-01,2.124909977069459194e-02,2.876207813301152605e-01,6.870559275495687901e-01,3.015448148791157745e-01,4.932315728546167732e-01,1.825071842344291317e-01,7.719807419897654066e-01,7.842226422361911475e-02,1.709391757670551126e-01,4.259859405115364872e-01,3.994295819347236376e-02,2.761389892439061189e-01,9.222930930252840609e-01
9.855290278519278635e-01,7.560875383229773705e-01,7.922739614448804923e-01,6.253775287508024361e-01,3.434150771460497964e-01,3.153398876986544530e-01,3.410333644885863436e-01,1.807903779404602951e-01,1.017609439107386854e-01,5.658759018977954636e-01,3.530833092089926128e-01,5.569667736941519287e-01,1.994053362491762793e-01,3.895251370933513479e-01,1.825784064267305384e-01,2.191278217051396415e-01,7.249542785049787330e-01,5.839142981955450784e-01
9.858933761930246398e-01,9.339473064935348567e-01,8.639568207633478991e-01,6.565698386722046420e-01,3.252182771660918070e-01,4.655623879200543880e-01,2.990112594020365444e-01,4.662224941349154550e-01,8.205797788084899791e-01,9.037782334950171803e-01,5.393400598590618600e-01,5.988546646442730742e-02,8.091629594860444419e-01,5.865014756067417068e-01,1.245238481475064302e-01,6.322326004316612957e-01,3.219043962917219615e-01,6.840397344566977456e-01
9.729372955647732635e-01,9.364798544218805310e-01,4.908476141801240145e-01,1.120687693313432154e-01,6.275162085673854362e-01,7.384130015998162655e-01,6.642747775727791959e-01,8.085300672767667951e-01,7.698945458430959121e-01,2.591149568301662209e-01,1.693361752523290520e-01,6.193473976611935106e-01,5.088897196312662796e-01,1.730633926478941098e-01,5.795733584370317271e-01,1.339661467187425459e-01,5.712806056465637994e-01,7.514545309921334404e-01
9.619700260463160957e-01,2.031805672550941466e-01,9.708986260818795733e-02,3.262057723269643633e-02,4.463875244026889177e-01,5.534654010121446976e-01,7.898243483914181295e-01,7.963157562577068971e-01,5.992482695017787853e-01,1.341995844143736016e-01,2.668549828968523330e-01,8.350995456977585718e-01,7.576906139238731575e-01,7.510698975910440334e-01,8.277146765870334599e-01,1.261860996960403325e-01,9.460268425849514828e-02,8.178413358890863627e-01
9.587265202948025422e-01,1.173893410089852235e-01,1.412855948019035857e-01,1.093249544239647819e-01,7.266006048402151585e-01,7.788860833820096530e-02,4.609185946235725417e-01,4.504592363045838432e-01,3.760384782934533265e-01,4.991270623681300367e-01,2.762260660255080880e-01,3.142761018303577014e-01,2.103804042543292729e-01,9.324254351856131606e-02,5.083425942313396506e-01,4.001975720833133576e-01,5.779019804291649631e-01,7.209294409611314292e-01
9.865786654236188280e-01,8.947131458732581200e-01,7.254991781147398511e-01,1.671715039194451302e-01,1.681092625430996301e-01,3.790277068014009099e-01,3.380036251190726704e-01,2.590376064512374676e-01,6.461578742415243770e-01,2.946240827915290184e-01,6.135983648347809877e-02,3.642291748826089748e-01,2.014308013808080444e-01,2.311203178270619663e-01,4.209172645532366364e-01,4.689629386616472884e-01,6.586293139915825323e-01,6.509697998058375790e-01
9.840061253844688549e-01,8.663878183804878397e-01,6.643199627700243637e-01,4.042283874001260102e-01,3.694383111276607345e-01,8.206358230370907059e-01,1.250288099493842287e-01,5.566039324984669578e-01,2.146982516680317338e-02,5.222846800495335451e-01,1.180111033886068785e-02,7.138709534452017391e-02,6.456078015249786528e-01,3.942333365887077945e-01,1.549238257050440382e-01,4.248755013444326933e-01,1.138528498919591653e-01,6.880477924633259246e-01
9.666124930403896531e-01,2.464138142754902228e-01,2.295197147362994239e-02,9.577919026686702864e-02,4.619292076273937564e-01,6.053651654381448921e-01,1.001833381848188653e-01,3.929345383041404904e-01,4.397933126837100803e-01,4.848866550648585072e-01,6.057015366314238980e-01,4.962894954060508845e-01,9.765095148791666513e-02,2.346632767861751567e-01,1.816109888464940703e-01,4.706970267584985601e-01,9.486758053794348555e-01,6.612899942580525714e-01
9.785688247126373973e-01,4.943292400235725914e-01,3.125674049068876692e-01,5.424140365960473664e-01,5.587283135178691129e-01,8.168152220937854313e-01,5.219047027987658849e-01,2.054336883414414894e-02,7.231449247270144501e-03,2.393814735153130535e-01,6.177787564597904124e-01,3.569536281002955169e-01,3.570388609554420861e-02,2.989858324954696722e-01,1.263227079069818848e-01,2.465921006681532357e-01,6.673107839761097115e-02,5.035258637494544054e-01
9.760463511397491354e-01,6.004444794290925147e-01,7.353991663571127768e-01,5.422665573202826161e-01,3.923401447008644793e-01,3.177271903679715903e-01,2.612044308454184449e-01,1.323155377841035985e-01,3.857922959900321191e-01,2.977324497494676647e-02,8.397171362961600161e-02,4.797187385419349193e-01,2.685436307533219380e-01,2.270835691031497516e-01,8.527503808971883537e-01,3.803721422431628474e-01,2.796363895297533930e-01,2.338589510886109890e-01
9.912376110086502656e-01,7.986192375013294598e-01,7.788616043091830532e-01,2.675943740098395973e-01,5.945510695412562496e-01,2.302032262738202273e-01,6.870019234083661885e-01,7.754356615390238794e-01,7.305591164299377605e-01,6.652587350026603064e-01,4.346498860034879175e-01,4.857812376386400760e-02,4.877252205441480193e-01,4.329860932336110357e-01,7.036955360773935464e-01,2.328042030828754091e-02,1.877403748603441447e-02,8.022677026936100297e-01
